B,0,1,3,23,6,00
A,0,1,3,38,1,00
B,0,1,3,38,1,00
A,0,1,3,42,7,00
B,0,1,3,42,7,00
A,0,1,3,43,2,00
B,0,1,3,43,2,00
A,0,0,4,2,4,00
B,0,0,4,2,4,00
A,0,0,4,5,3,00
B,0,0,4,5,3,00
A,0,0,4,12,7,00
B,0,0,4,12,7,00
A,0,0,4,16,4,00
B,0,0,4,16,4,00
A,0,0,4,17,5,00
B,0,0,4,17,5,00
A,0,0,4,33,3,00
B,0,0,4,33,3,00
A,0,0,4,34,7,00
B,0,0,4,34,7,00
A,0,0,4,37,7,00
B,0,0,4,37,7,00
A,0,0,4,38,8,00
B,0,0,4,38,8,00
A,0,0,4,39,6,00
B,0,0,4,39,6,00
A,0,0,4,40,3,00
B,0,0,4,40,3,00
A,0,0,4,42,10,00
B,0,0,4,42,10,00
A,0,0,4,47,7,00
B,0,0,4,47,7,00
A,0,1,4,1,5,00
B,0,1,4,1,5,00
A,0,1,4,11,1,00
B,0,1,4,11,1,00
A,0,1,4,16,4,00
B,0,1,4,16,4,00
A,0,1,4,18,3,00
B,0,1,4,18,3,00
A,0,1,4,19,2,00
B,0,1,4,19,2,00
A,0,1,4,20,5,00
B,0,1,4,20,5,00
A,0,1,4,38,1,00
B,0,1,4,38,1,00
A,0,1,4,39,2,00
B,0,1,4,39,2,00
A,0,1,4,43,9,00
B,0,1,4,43,9,00
A,0,1,4,44,4,00
B,0,1,4,44,4,00
A,0,1,4,49,9,00
B,0,1,4,49,9,00
A,0,0,5,12,9,00
B,0,0,5,12,9,00
A,0,0,5,25,4,00
B,0,0,5,25,4,00
A,0,0,5,28,0,00
B,0,0,5,28,0,00
A,0,0,5,30,1,00
B,0,0,5,30,1,00
A,0,0,5,32,1,00
B,0,0,5,32,1,00
A,0,0,5,33,4,00
B,0,0,5,33,4,00
A,0,0,5,40,3,00
B,0,0,5,40,3,00
A,0,1,5,9,5,00
B,0,1,5,9,5,00
A,0,1,5,12,2,00
B,0,1,5,12,2,00
A,0,1,5,18,1,00
B,0,1,5,18,1,00
A,0,1,5,24,9,00
B,0,1,5,24,9,00
A,0,1,5,25,9,00
B,0,1,5,25,9,00
A,0,1,5,35,6,00
B,0,1,5,35,6,00
A,0,1,5,37,6,00
B,0,1,5,37,6,00
A,0,1,5,38,2,00
B,0,1,5,38,2,00
A,0,1,5,40,2,00
B,0,1,5,40,2,00
A,0,1,5,42,4,00
B,0,1,5,42,4,00
A,0,0,6,31,5,00
B,0,0,6,31,5,00
A,0,0,6,41,3,00
B,0,0,6,41,3,00
A,0,0,6,43,5,00
B,0,0,6,43,5,00
A,0,0,6,44,2,00
B,0,0,6,44,2,00
A,0,1,6,1,2,00
B,0,1,6,1,2,00
A,0,1,6,7,4,00
B,0,1,6,7,4,00
A,0,1,6,11,2,00
B,0,1,6,11,2,00
A,0,1,6,14,2,00
B,0,1,6,14,2,00
A,0,1,6,16,7,00
B,0,1,6,16,7,00
A,0,1,6,18,0,00
B,0,1,6,18,0,00
A,0,1,6,22,9,00
B,0,1,6,22,9,00
A,0,1,6,28,4,00
B,0,1,6,28,4,00
A,0,1,6,33,9,00
B,0,1,6,33,9,00
A,0,1,6,37,2,00
B,0,1,6,37,2,00
A,0,1,6,45,7,00
B,0,1,6,45,7,00
A,0,1,6,47,4,00
B,0,1,6,47,4,00
A,0,0,7,10,1,00
B,0,0,7,10,1,00
A,0,0,7,11,6,00
B,0,0,7,11,6,00
A,0,0,7,13,6,00
B,0,0,7,13,6,00
A,0,0,7,21,1,00
B,0,0,7,21,1,00
A,0,0,7,23,8,00
B,0,0,7,23,8,00
A,0,0,7,24,0,00
B,0,0,7,24,0,00
A,0,0,7,30,6,00
B,0,0,7,30,6,00
A,0,0,7,34,7,00
B,0,0,7,34,7,00
A,0,0,7,39,5,00
B,0,0,7,39,5,00
A,0,0,7,40,3,00
B,0,0,7,40,3,00
A,0,0,7,48,1,00
B,0,0,7,48,1,00
A,0,1,7,17,5,00
B,0,1,7,17,5,00
A,0,1,7,25,4,00
B,0,1,7,25,4,00
A,0,1,7,32,2,00
B,0,1,7,32,2,00
A,0,1,7,37,6,00
B,0,1,7,37,6,00
A,0,1,7,42,4,00
B,0,1,7,42,4,00
A,0,0,8,7,8,00
B,0,0,8,7,8,00
A,0,0,8,11,2,00
B,0,0,8,11,2,00
A,0,0,8,12,5,00
B,0,0,8,12,5,00
A,0,0,8,22,7,00
B,0,0,8,22,7,00
A,0,0,8,26,5,00
B,0,0,8,26,5,00
A,0,0,8,31,0,00
B,0,0,8,31,0,00
A,0,0,8,35,6,00
B,0,0,8,35,6,00
A,0,0,8,36,9,00
B,0,0,8,36,9,00
A,0,0,8,40,7,00
B,0,0,8,40,7,00
A,0,0,8,45,4,00
B,0,0,8,45,4,00
A,0,0,8,46,9,00
B,0,0,8,46,9,00
A,0,0,8,49,2,00
B,0,0,8,49,2,00
A,0,1,8,2,9,00
B,0,1,8,2,9,00
A,0,1,8,4,3,00
B,0,1,8,4,3,00
A,0,1,8,9,4,00
B,0,1,8,9,4,00
A,0,1,8,12,3,00
B,0,1,8,12,3,00
A,0,1,8,15,3,00
B,0,1,8,15,3,00
A,0,1,8,18,9,00
B,0,1,8,18,9,00
A,0,1,8,20,9,00
B,0,1,8,20,9,00
A,0,1,8,23,2,00
B,0,1,8,23,2,00
A,0,0,9,0,2,00
B,0,0,9,0,2,00
A,0,0,9,1,7,00
B,0,0,9,1,7,00
A,0,0,9,3,2,00
B,0,0,9,3,2,00
A,0,0,9,7,3,00
B,0,0,9,7,3,00
A,0,0,9,8,9,00
B,0,0,9,8,9,00
A,0,0,9,17,2,00
B,0,0,9,17,2,00
A,0,0,9,18,8,00
B,0,0,9,18,8,00
A,0,0,9,26,6,00
B,0,0,9,26,6,00
A,0,0,9,44,4,00
B,0,0,9,44,4,00
A,0,0,9,46,0,00
B,0,0,9,46,0,00
A,0,1,9,1,7,00
B,0,1,9,1,7,00
A,0,1,9,2,9,00
B,0,1,9,2,9,00
A,0,1,9,16,1,00
B,0,1,9,16,1,00
A,0,1,9,23,8,00
B,0,1,9,23,8,00
A,0,1,9,25,2,00
B,0,1,9,25,2,00
A,0,1,9,43,9,00
B,0,1,9,43,9,00
A,0,1,9,44,7,00
B,0,1,9,44,7,00
A,0,1,9,46,5,00
B,0,1,9,46,5,00
A,0,0,10,1,10,00
B,0,0,10,1,10,00
A,0,0,10,8,2,00
B,0,0,10,8,2,00
A,0,0,10,13,0,00
B,0,0,10,13,0,00
A,0,0,10,18,6,00
B,0,0,10,18,6,00
A,0,0,10,19,4,00
B,0,0,10,19,4,00
A,0,0,10,21,3,00
B,0,0,10,21,3,00
A,0,0,10,32,3,00
B,0,0,10,32,3,00
A,0,0,10,40,5,00
B,0,0,10,40,5,00
A,0,0,10,44,9,00
B,0,0,10,44,9,00
A,0,1,10,2,3,00
B,0,1,10,2,3,00
A,0,1,10,5,6,00
B,0,1,10,5,6,00
A,0,1,10,8,4,00
B,0,1,10,8,4,00
A,0,1,10,11,6,00
B,0,1,10,11,6,00
A,0,1,10,15,1,00
B,0,1,10,15,1,00
A,0,1,10,16,5,00
B,0,1,10,16,5,00
A,0,1,10,20,0,00
B,0,1,10,20,0,00
A,0,1,10,22,5,00
B,0,1,10,22,5,00
A,0,1,10,24,5,00
B,0,1,10,24,5,00
A,0,1,10,26,3,00
B,0,1,10,26,3,00
A,0,1,10,34,3,00
B,0,1,10,34,3,00
A,0,1,10,35,5,00
B,0,1,10,35,5,00
A,0,1,10,41,2,00
B,0,1,10,41,2,00
A,0,0,11,9,8,00
B,0,0,11,9,8,00
A,0,0,11,21,4,00
B,0,0,11,21,4,00
A,0,0,11,23,7,00
B,0,0,11,23,7,00
A,0,0,11,24,10,00
B,0,0,11,24,10,00
A,0,0,11,26,10,00
B,0,0,11,26,10,00
A,0,0,11,30,6,00
B,0,0,11,30,6,00
A,0,0,11,32,6,00
B,0,0,11,32,6,00
A,0,0,11,41,1,00
B,0,0,11,41,1,00
A,0,1,11,0,6,00
B,0,1,11,0,6,00
A,0,1,11,4,1,00
B,0,1,11,4,1,00
A,0,1,11,5,7,00
B,0,1,11,5,7,00
A,0,1,11,6,2,00
B,0,1,11,6,2,00
A,0,1,11,17,6,00
B,0,1,11,17,6,00
A,0,1,11,22,10,00
B,0,1,11,22,10,00
A,0,0,12,1,3,00
B,0,0,12,1,3,00
A,0,0,12,6,6,00
B,0,0,12,6,6,00
A,0,0,12,12,9,00
B,0,0,12,12,9,00
A,0,0,12,19,10,00
B,0,0,12,19,10,00
A,0,0,12,23,9,00
B,0,0,12,23,9,00
A,0,0,12,27,1,00
B,0,0,12,27,1,00
A,0,0,12,28,10,00
B,0,0,12,28,10,00
A,0,0,12,31,2,00
B,0,0,12,31,2,00
A,0,0,12,40,3,00
B,0,0,12,40,3,00
A,0,0,12,44,9,00
B,0,0,12,44,9,00
A,0,1,12,13,5,00
B,0,1,12,13,5,00
A,0,1,12,31,5,00
B,0,1,12,31,5,00
A,0,1,12,33,10,00
B,0,1,12,33,10,00
A,0,1,12,35,7,00
B,0,1,12,35,7,00
A,0,1,12,39,4,00
B,0,1,12,39,4,00
A,0,1,12,46,3,00
B,0,1,12,46,3,00
A,0,0,13,1,4,00
B,0,0,13,1,4,00
A,0,0,13,4,3,00
B,0,0,13,4,3,00
A,0,0,13,19,5,00
B,0,0,13,19,5,00
A,0,0,13,22,0,00
B,0,0,13,22,0,00
A,0,0,13,29,6,00
B,0,0,13,29,6,00
A,0,0,13,35,10,00
B,0,0,13,35,10,00
A,0,0,13,44,7,00
B,0,0,13,44,7,00
A,0,1,13,6,1,00
B,0,1,13,6,1,00
A,0,1,13,7,1,00
B,0,1,13,7,1,00
A,0,1,13,12,6,00
B,0,1,13,12,6,00
A,0,1,13,18,4,00
B,0,1,13,18,4,00
A,0,1,13,19,6,00
B,0,1,13,19,6,00
A,0,1,13,31,2,00
B,0,1,13,31,2,00
A,0,1,13,35,0,00
B,0,1,13,35,0,00
A,0,1,13,37,3,00
B,0,1,13,37,3,00
A,0,1,13,38,0,00
B,0,1,13,38,0,00
A,0,0,14,4,9,00
B,0,0,14,4,9,00
A,0,0,14,5,9,00
B,0,0,14,5,9,00
A,0,0,14,12,0,00
B,0,0,14,12,0,00
A,0,0,14,15,4,00
B,0,0,14,15,4,00
A,0,0,14,19,4,00
B,0,0,14,19,4,00
A,0,0,14,27,10,00
B,0,0,14,27,10,00
A,0,0,14,34,7,00
B,0,0,14,34,7,00
A,0,0,14,38,8,00
B,0,0,14,38,8,00
A,0,0,14,43,5,00
B,0,0,14,43,5,00
A,0,0,14,47,7,00
B,0,0,14,47,7,00
A,0,0,14,48,5,00
B,0,0,14,48,5,00
A,0,1,14,3,8,00
B,0,1,14,3,8,00
A,0,1,14,5,8,00
B,0,1,14,5,8,00
A,0,1,14,9,4,00
B,0,1,14,9,4,00
A,0,1,14,18,4,00
B,0,1,14,18,4,00
A,0,1,14,20,5,00
B,0,1,14,20,5,00
A,0,1,14,25,1,00
B,0,1,14,25,1,00
A,0,1,14,32,0,00
B,0,1,14,32,0,00
A,0,1,14,41,6,00
B,0,1,14,41,6,00
A,0,0,15,2,1,00
B,0,0,15,2,1,00
A,0,0,15,8,4,00
B,0,0,15,8,4,00
A,0,0,15,9,6,00
B,0,0,15,9,6,00
A,0,0,15,12,6,00
B,0,0,15,12,6,00
A,0,0,15,17,3,00
B,0,0,15,17,3,00
A,0,0,15,18,8,00
B,0,0,15,18,8,00
A,0,0,15,33,0,00
B,0,0,15,33,0,00
A,0,0,15,34,8,00
B,0,0,15,34,8,00
A,0,0,15,40,4,00
B,0,0,15,40,4,00
A,0,0,15,49,7,00
B,0,0,15,49,7,00
A,0,1,15,15,5,00
B,0,1,15,15,5,00
A,0,1,15,22,10,00
B,0,1,15,22,10,00
A,0,1,15,23,1,00
B,0,1,15,23,1,00
A,0,1,15,30,6,00
B,0,1,15,30,6,00
A,0,1,15,35,1,00
B,0,1,15,35,1,00
A,0,1,15,39,5,00
B,0,1,15,39,5,00
A,0,1,15,44,4,00
B,0,1,15,44,4,00
A,0,1,15,49,9,00
B,0,1,15,49,9,00
A,0,0,16,13,4,00
B,0,0,16,13,4,00
A,0,0,16,19,9,00
B,0,0,16,19,9,00
A,0,0,16,24,6,00
B,0,0,16,24,6,00
A,0,0,16,26,6,00
B,0,0,16,26,6,00
A,0,0,16,29,2,00
B,0,0,16,29,2,00
A,0,0,16,31,3,00
B,0,0,16,31,3,00
A,0,0,16,37,2,00
B,0,0,16,37,2,00
A,0,1,16,0,10,00
B,0,1,16,0,10,00
A,0,1,16,1,6,00
B,0,1,16,1,6,00
A,0,1,16,5,10,00
B,0,1,16,5,10,00
A,0,1,16,8,3,00
B,0,1,16,8,3,00
A,0,1,16,13,7,00
B,0,1,16,13,7,00
A,0,1,16,25,5,00
B,0,1,16,25,5,00
A,0,1,16,33,2,00
B,0,1,16,33,2,00
A,0,1,16,37,0,00
B,0,1,16,37,0,00
A,0,1,16,41,9,00
B,0,1,16,41,9,00
A,0,0,17,1,8,00
B,0,0,17,1,8,00
A,0,0,17,6,9,00
B,0,0,17,6,9,00
A,0,0,17,9,6,00
B,0,0,17,9,6,00
A,0,0,17,14,8,00
B,0,0,17,14,8,00
A,0,0,17,28,9,00
B,0,0,17,28,9,00
A,0,0,17,30,7,00
B,0,0,17,30,7,00
A,0,0,17,32,4,00
B,0,0,17,32,4,00
A,0,0,17,35,9,00
B,0,0,17,35,9,00
A,0,0,17,39,8,00
B,0,0,17,39,8,00
A,0,0,17,42,7,00
B,0,0,17,42,7,00
A,0,0,17,43,2,00
B,0,0,17,43,2,00
A,0,0,17,46,7,00
B,0,0,17,46,7,00
A,0,0,17,48,7,00
B,0,0,17,48,7,00
A,0,1,17,0,3,00
B,0,1,17,0,3,00
A,0,1,17,2,1,00
B,0,1,17,2,1,00
A,0,1,17,7,7,00
B,0,1,17,7,7,00
A,0,1,17,12,10,00
B,0,1,17,12,10,00
A,0,1,17,13,4,00
B,0,1,17,13,4,00
A,0,1,17,14,7,00
B,0,1,17,14,7,00
A,0,1,17,17,2,00
B,0,1,17,17,2,00
A,0,1,17,20,1,00
B,0,1,17,20,1,00
A,0,1,17,21,0,00
B,0,1,17,21,0,00
A,0,1,17,25,8,00
B,0,1,17,25,8,00
A,0,1,17,27,0,00
B,0,1,17,27,0,00
A,0,1,17,28,2,00
B,0,1,17,28,2,00
A,0,1,17,30,6,00
B,0,1,17,30,6,00
A,0,1,17,37,6,00
B,0,1,17,37,6,00
A,0,0,18,7,9,00
B,0,0,18,7,9,00
A,0,0,18,9,5,00
B,0,0,18,9,5,00
A,0,0,18,10,1,00
B,0,0,18,10,1,00
A,0,0,18,12,6,00
B,0,0,18,12,6,00
A,0,0,18,13,10,00
B,0,0,18,13,10,00
A,0,0,18,27,4,00
B,0,0,18,27,4,00
A,0,0,18,30,8,00
B,0,0,18,30,8,00
A,0,0,18,32,7,00
B,0,0,18,32,7,00
A,0,0,18,33,5,00
B,0,0,18,33,5,00
A,0,0,18,36,9,00
B,0,0,18,36,9,00
A,0,0,18,41,1,00
B,0,0,18,41,1,00
A,0,1,18,17,3,00
B,0,1,18,17,3,00
A,0,1,18,24,10,00
B,0,1,18,24,10,00
A,0,1,18,25,5,00
B,0,1,18,25,5,00
A,0,1,18,31,10,00
B,0,1,18,31,10,00
A,0,1,18,42,7,00
B,0,1,18,42,7,00
A,0,0,19,1,1,00
B,0,0,19,1,1,00
A,0,0,19,7,4,00
B,0,0,19,7,4,00
A,0,0,19,9,2,00
B,0,0,19,9,2,00
A,0,0,19,10,1,00
B,0,0,19,10,1,00
A,0,0,19,20,7,00
B,0,0,19,20,7,00
A,0,0,19,22,4,00
B,0,0,19,22,4,00
A,0,0,19,28,5,00
B,0,0,19,28,5,00
A,0,0,19,31,5,00
B,0,0,19,31,5,00
A,0,0,19,32,8,00
B,0,0,19,32,8,00
A,0,0,19,41,4,00
B,0,0,19,41,4,00
A,0,1,19,0,1,00
B,0,1,19,0,1,00
A,0,1,19,2,7,00
B,0,1,19,2,7,00
A,0,1,19,5,8,00
B,0,1,19,5,8,00
A,0,1,19,6,7,00
B,0,1,19,6,7,00
A,0,1,19,7,8,00
B,0,1,19,7,8,00
A,0,1,19,22,7,00
B,0,1,19,22,7,00
A,0,1,19,31,3,00
B,0,1,19,31,3,00
A,0,1,19,35,0,00
B,0,1,19,35,0,00
A,0,1,19,41,1,00
B,0,1,19,41,1,00
A,0,1,19,44,6,00
B,0,1,19,44,6,00
A,0,1,19,45,8,00
B,0,1,19,45,8,00
A,0,0,20,5,2,00
B,0,0,20,5,2,00
A,0,0,20,21,8,00
B,0,0,20,21,8,00
A,0,0,20,23,6,00
B,0,0,20,23,6,00
A,0,0,20,24,2,00
B,0,0,20,24,2,00
A,0,0,20,32,4,00
B,0,0,20,32,4,00
A,0,1,20,0,4,00
B,0,1,20,0,4,00
A,0,1,20,4,9,00
B,0,1,20,4,9,00
A,0,1,20,5,0,00
B,0,1,20,5,0,00
A,0,1,20,10,5,00
B,0,1,20,10,5,00
A,0,1,20,12,10,00
B,0,1,20,12,10,00
A,0,1,20,14,2,00
B,0,1,20,14,2,00
A,0,1,20,15,7,00
B,0,1,20,15,7,00
A,0,1,20,20,5,00
B,0,1,20,20,5,00
A,0,1,20,21,9,00
B,0,1,20,21,9,00
A,0,1,20,27,4,00
B,0,1,20,27,4,00
A,0,1,20,44,8,00
B,0,1,20,44,8,00
A,0,0,21,1,3,00
B,0,0,21,1,3,00
A,0,0,21,2,6,00
B,0,0,21,2,6,00
A,0,0,21,3,2,00
B,0,0,21,3,2,00
A,0,0,21,5,8,00
B,0,0,21,5,8,00
A,0,0,21,15,2,00
B,0,0,21,15,2,00
A,0,0,21,41,0,00
B,0,0,21,41,0,00
A,0,0,21,44,3,00
B,0,0,21,44,3,00
A,0,0,21,49,3,00
B,0,0,21,49,3,00
A,0,1,21,1,10,00
B,0,1,21,1,10,00
A,0,1,21,3,1,00
B,0,1,21,3,1,00
A,0,1,21,7,2,00
B,0,1,21,7,2,00
A,0,1,21,11,9,00
B,0,1,21,11,9,00
A,0,1,21,12,5,00
B,0,1,21,12,5,00
A,0,1,21,15,5,00
B,0,1,21,15,5,00
A,0,1,21,17,6,00
B,0,1,21,17,6,00
A,0,1,21,18,7,00
B,0,1,21,18,7,00
A,0,1,21,20,2,00
B,0,1,21,20,2,00
A,0,1,21,21,0,00
B,0,1,21,21,0,00
A,0,1,21,29,5,00
B,0,1,21,29,5,00
A,0,1,21,35,4,00
B,0,1,21,35,4,00
A,0,1,21,40,2,00
B,0,1,21,40,2,00
A,0,1,21,49,3,00
B,0,1,21,49,3,00
A,0,0,22,0,2,00
B,0,0,22,0,2,00
A,0,0,22,3,7,00
B,0,0,22,3,7,00
A,0,0,22,14,1,00
B,0,0,22,14,1,00
A,0,0,22,15,8,00
B,0,0,22,15,8,00
A,0,0,22,20,5,00
B,0,0,22,20,5,00
A,0,0,22,24,9,00
B,0,0,22,24,9,00
A,0,0,22,25,5,00
B,0,0,22,25,5,00
A,0,0,22,29,3,00
B,0,0,22,29,3,00
A,0,0,22,33,8,00
B,0,0,22,33,8,00
A,0,0,22,34,3,00
B,0,0,22,34,3,00
A,0,0,22,38,5,00
B,0,0,22,38,5,00
A,0,0,22,44,6,00
B,0,0,22,44,6,00
A,0,0,22,48,4,00
B,0,0,22,48,4,00
A,0,1,22,5,2,00
B,0,1,22,5,2,00
A,0,1,22,9,6,00
B,0,1,22,9,6,00
A,0,1,22,14,4,00
B,0,1,22,14,4,00
A,0,1,22,16,9,00
B,0,1,22,16,9,00
A,0,1,22,17,9,00
B,0,1,22,17,9,00
A,0,1,22,18,5,00
B,0,1,22,18,5,00
A,0,1,22,19,6,00
B,0,1,22,19,6,00
A,0,1,22,20,2,00
B,0,1,22,20,2,00
A,0,1,22,22,0,00
B,0,1,22,22,0,00
A,0,1,22,25,1,00
B,0,1,22,25,1,00
A,0,1,22,37,3,00
B,0,1,22,37,3,00
A,0,1,22,42,4,00
B,0,1,22,42,4,00
A,0,1,22,46,5,00
B,0,1,22,46,5,00
A,0,0,23,0,1,00
B,0,0,23,0,1,00
A,0,0,23,2,2,00
B,0,0,23,2,2,00
A,0,0,23,5,1,00
B,0,0,23,5,1,00
A,0,0,23,10,5,00
B,0,0,23,10,5,00
A,0,0,23,13,3,00
B,0,0,23,13,3,00
A,0,0,23,20,5,00
B,0,0,23,20,5,00
A,0,0,23,30,3,00
B,0,0,23,30,3,00
A,0,0,23,34,2,00
B,0,0,23,34,2,00
A,0,0,23,35,6,00
B,0,0,23,35,6,00
A,0,0,23,38,9,00
B,0,0,23,38,9,00
A,0,0,23,40,4,00
B,0,0,23,40,4,00
A,0,0,23,45,1,00
B,0,0,23,45,1,00
A,0,1,23,4,5,00
B,0,1,23,4,5,00
A,0,1,23,7,7,00
B,0,1,23,7,7,00
A,0,1,23,8,9,00
B,0,1,23,8,9,00
A,0,1,23,11,7,00
B,0,1,23,11,7,00
A,0,1,23,14,0,00
B,0,1,23,14,0,00
A,0,1,23,24,10,00
B,0,1,23,24,10,00
A,0,1,23,32,8,00
B,0,1,23,32,8,00
A,0,1,23,47,5,00
B,0,1,23,47,5,00
A,0,0,24,5,8,00
B,0,0,24,5,8,00
A,0,0,24,6,6,00
B,0,0,24,6,6,00
A,0,0,24,9,1,00
B,0,0,24,9,1,00
A,0,0,24,13,1,00
B,0,0,24,13,1,00
A,0,0,24,14,9,00
B,0,0,24,14,9,00
A,0,0,24,16,3,00
B,0,0,24,16,3,00
A,0,0,24,18,7,00
B,0,0,24,18,7,00
A,0,0,24,24,6,00
B,0,0,24,24,6,00
A,0,0,24,48,2,00
B,0,0,24,48,2,00
A,0,1,24,0,5,00
B,0,1,24,0,5,00
A,0,1,24,1,6,00
B,0,1,24,1,6,00
A,0,1,24,3,10,00
B,0,1,24,3,10,00
A,0,1,24,15,2,00
B,0,1,24,15,2,00
A,0,1,24,16,3,00
B,0,1,24,16,3,00
A,0,1,24,22,9,00
B,0,1,24,22,9,00
A,0,1,24,31,6,00
B,0,1,24,31,6,00
A,0,1,24,33,2,00
B,0,1,24,33,2,00
A,0,0,25,0,2,00
B,0,0,25,0,2,00
A,0,0,25,3,2,00
B,0,0,25,3,2,00
A,0,0,25,8,9,00
B,0,0,25,8,9,00
A,0,0,25,11,0,00
B,0,0,25,11,0,00
A,0,0,25,12,8,00
B,0,0,25,12,8,00
A,0,0,25,13,2,00
B,0,0,25,13,2,00
A,0,0,25,18,2,00
B,0,0,25,18,2,00
A,0,0,25,19,5,00
B,0,0,25,19,5,00
A,0,0,25,21,9,00
B,0,0,25,21,9,00
A,0,0,25,38,0,00
B,0,0,25,38,0,00
A,0,0,25,43,0,00
B,0,0,25,43,0,00
A,0,0,25,45,10,00
B,0,0,25,45,10,00
A,0,1,25,3,9,00
B,0,1,25,3,9,00
A,0,1,25,5,6,00
B,0,1,25,5,6,00
A,0,1,25,6,6,00
B,0,1,25,6,6,00
A,0,1,25,11,3,00
B,0,1,25,11,3,00
A,0,1,25,18,10,00
B,0,1,25,18,10,00
A,0,1,25,24,9,00
B,0,1,25,24,9,00
A,0,1,25,25,9,00
B,0,1,25,25,9,00
A,0,1,25,29,8,00
B,0,1,25,29,8,00
A,0,1,25,34,1,00
B,0,1,25,34,1,00
A,0,1,25,45,0,00
B,0,1,25,45,0,00
A,0,0,26,11,7,00
B,0,0,26,11,7,00
